title,level
Debug: Server ready action pattern should have validation,Lowest
[json] Provide support for highlighting the source of the error in json files rather than highlighting the entire file,Lowest
IFileService.watchFileChanges is not watching files not existing,Lowest
Support to debug more than one extension,Lowest
Format document with formatter,Lowest
Bring back translation for standalone editor,Lowest
Foldable <details> section in Markdown,Lowest
Add scroll duration option or/and Add API option to set exact scroll position. ,Lowest
Enabled Text-Highlighting and Copying in Playground,Lowest
"Feature Request: Events on debug session status (stopped, running, etc.)",Lowest
Setting to Disable Split Editor on Drag and Drop,Highest
"Change TerminalRenderer API to ""Extension Terminal""",Lowest
Extensions view/editor should have a open settings editor for that extension,Lowest
CLI-command to open new window with set of files split vertically/horizontally,Lowest
Allow re-rendering Markdown preview when updated extra configurations provided by extension,Lowest
New Feature: Open... and selecting code-workspace file opens the workspace automatically,Lowest
Open folder without last session,Lowest
ALT + SHIFT vertically scrolls all open windows simultaneously,Lowest
Code Navigations but with folder exclusions,Lowest
Allow the command palette to accept parameters for commands,Lowest
Splitview: support scrolling when all views are at a minimum,Lowest
Open an untitled document with suggested file name,Lowest
Group and abbreviate tabs with same filename base and different extensions,Lowest
"Support moving between *sections* of the ""themes"" menu",Lowest
Transform case - add sentence / Pascal casing,Lowest
Ability to vary completion item insertion (based on chosen commit character?),Lowest
"With window.restore.windows: none, still restore the sidebar state as before",Lowest
"Add a empty file as ""+"" sign behind the last file in the tab navigation. ",Lowest
Allow extensions to add a floating button to specific files,Lowest
Clicking An Element,Lowest
[folding] custom folding text for folded ranges,High
Add an API for extensions to resolve variables in configurations,High
setting to turn off tooltips in explorer pane,High
Turn conpty on by default on Windows Insiders,Lowest
Add files opened within Code to the list of recently opened files,Lowest
Better color contrast in diff view,Low
[Feature Request] - Extension Dating & Timestamps of last updates.,Low
"Parse "":line "" in Quick Open",Lowest
Would like a small feature in VSC cursor effects.,Lowest
Don't preview files that I open directly,Lowest
TerminalOptions.shellArgs should accept `string` on Windows,Lowest
Custom Variables Support In Workspace Settings,High
Hide editor scrollbar when minimap is enabled.,Lowest
Add support for sub-sessions,Lowest
Add flat.badgen.net to trusted badge providers,Lowest
vscode does not call deactivate on extension in case of pc restart or shutdown,Lowest
search bar for filter search,Lowest
WebView doesn't close on extension (but not window) reload,Lowest
"""Normal"" filtering input for trees",Highest
Please seperate 'Delete' and 'Rename' in the file contextual menu!,Lowest
"Setting default language to ""plaintext"" should suggest .txt extension",Lowest
"Word wrap get wrong line length while U+2018, U+2019, U+201C, U+201D are present",Lowest
Alternating editor background colors for major blocks,Lowest
Missing option to hide git sync button in the status bar,Lowest
Highlight breakpoint on the left side of the line number when user hover over the right side,Lowest
Tab - Border Bottom Hover Active,Lowest
Settings UI is overwhelming for extensions with lots of settings,High
Resolve DocumentSymbols,Lowest
Provide actions to install or enable missing dependency extensions,Lowest
YouCompleteMe Style Tab Behavior,Highest
Make tasks run commands with parenthesis in them when PowerShell is the shell,Lowest
"launch.json ""type"" field required to be outside of OS specific section",Lowest
Allow tree contributions to the SCM repo view,Lowest
"Prevent certain tabs from being closed by Ctrl + K, W",Lowest
SCM: Add repo actions in panel header,Lowest
‘Report issue’ button on ‘Running extensions’ causes tens of duplicate issues,Lowest
A command to install extension,Lowest
Git: Report progress during git clone,Lowest
TerminalOptions.waitOnExit API,Medium
Recommendations: Allow specifying a content pattern,Lowest
Files exclude setting does not allow specifying root name in the relative path,Low
Adopt TS 3.4,Lowest
Debug console doesn't properly handle succeeding color escape sequences,Lowest
Allow tabs to wrap to multi-line,Highest
implement default search provider for custom FileSystemProvider,Lowest
window.zoomLevel shouldn't be saved in settings.json every time the zoom is changed ,Lowest
[Debug] Expose the contribution.menus for Variable view,Medium
shortcut to collapse all in outline view,Lowest
Set Next Statement support please.,Lowest
Support for fold/expand shortcuts in explorer,Lowest
feature request: API to set URL of WebView,Highest
ctrl+page up/down tab switch behavior should be consistent with ctrl+tab,Lowest
"maintain cursor position when copying lines using ctrl+c, ctrl+v",Lowest
"tasks.json ""dependsOn"" property does not resolve variables/commands",Lowest
IEmptyWindowBackupInfo.backupFolder should not be optional,Lowest
Split lines,Lowest
Support using background tasks in dependsOn,High
Rename to overwrite,Lowest
Release Notes: 1.32.1 Right-Click inoperative,Lowest
Enabled Extension incorreclty flagged as recommended for use,Lowest
"Support using a ""clean"" environment for the terminal",High
api to support call hierarchy view,Medium
Provide number of activation of an extension,Lowest
@types/vscode for extension usage,Lowest
Allow to disable cursor blinking in input boxes,Low
default run task,Lowest
"""Auto-Attach"" DebugSession name change after launch",Lowest
Blackout unused panes when pane-splitting,Lowest
Automatic commit message stage and commit unexpectedly stages all untracked files in tree,Lowest
2d quick menu,Lowest
Support `scm.providers.visible` setting,Lowest
Feature request : Execute commands with mouse buttons,Lowest
"With multiple definitions ""Go to definition"" shows peek definition popup instead of going to definition",High
Smoke Test: implement a test that verifies hot exit restoration from stable to insiders,Lowest
Project outline vs. file outline,Lowest
[html][css] [custom data] Extension contributes settings don't take effect until vscode restarted now,Lowest
 Focus Left/Right editor group should not wrap,Lowest
debug.console.fontFamily not used for command input and suggestion,Lowest
Read only editor mode to be used by the extensions,Lowest
Indicate keyboard shortcut and preferred modifier when hovering on lightbulb,Lowest
Improve display of inline code segments in completion/hover,Medium
Support multiple sets of editor groups,Lowest
"NodeJs Debug, add some default settings",Lowest
Workspace-level enabled extensions,Medium
